"","seconds","diff","GameID","quarter","event"
"18847",539,17,60,3,"h rebound defensive"
"18848",532,19,60,3,"h 2 made"
"18849",514,19,60,3,"a 2 missed"
"18850",514,19,60,3,"a rebound offensive"
"18851",497,19,60,3,"a 2 missed"
"18852",497,19,60,3,"h rebound defensive"
"18853",482,19,60,3,"h turnover"
"18854",461,19,60,3,"a 2 missed"
"18855",461,19,60,3,"h rebound defensive"
"18856",455,21,60,3,"h 2 made"
"18857",437,21,60,3,"a 3 missed"
"18858",437,21,60,3,"h rebound defensive"
"18859",419,23,60,3,"h 2 made"
"18860",397,23,60,3,"a 3 missed"
"18861",397,23,60,3,"h rebound defensive"
"18862",393,23,60,3,"h foul"
"18863",391,23,60,3,"h foul"
"18864",391,23,60,3,"a free throw 1 of 2 missed"
"18865",391,22,60,3,"a free throw 2 of 2 made"
"18866",384,24,60,3,"h 2 made"
"18867",365,24,60,3,"a 3 missed"
"18868",365,24,60,3,"h rebound defensive"
"18869",355,27,60,3,"h 3 made"
"18870",352,27,60,3,"a timeOut"
"18871",336,27,60,3,"a turnover"
"18872",311,29,60,3,"a turnover"
"18873",305,29,60,3,"h 2 missed"
"18874",305,29,60,3,"a rebound defensive"
"18875",294,26,60,3,"a 3 made"
"18876",275,26,60,3,"h 3 missed"
"18877",275,26,60,3,"a rebound defensive"
"18878",252,26,60,3,"a 3 missed"
"18879",252,26,60,3,"h rebound defensive"
"18880",246,28,60,3,"h 2 made"
"18881",246,28,60,3,"h foul"
"18882",246,28,60,3,"a foul"
"18883",246,29,60,3,"h free throw 1 of 1 made"
"18884",246,29,60,3,"a 3 missed"
"18885",246,29,60,3,"h rebound defensive"
"18886",242,29,60,3,"h turnover"
"18887",221,29,60,3,"a turnover"
"18888",183,29,60,3,"h 2 missed"
"18889",183,29,60,3,"h rebound offensive"
"18890",179,31,60,3,"h 2 made"
"18891",162,31,60,3,"a 3 missed"
"18892",162,31,60,3,"h rebound defensive"
"18893",156,31,60,3,"h turnover"
"18894",155,31,60,3,"h foul"
"18895",150,31,60,3,"h foul"
"18896",136,31,60,3,"a 2 missed"
"18897",136,31,60,3,"h rebound defensive"
"18898",131,31,60,3,"h turnover"
"18899",120,31,60,3,"a 3 missed"
"18900",120,31,60,3,"a rebound offensive"
"18901",108,31,60,3,"h foul"
"18902",108,30,60,3,"a free throw 1 of 2 made"
"18903",108,29,60,3,"a free throw 2 of 2 made"
"18904",98,29,60,3,"a foul"
"18905",98,29,60,3,"h free throw 1 of 2 missed"
"18906",98,30,60,3,"h free throw 2 of 2 made"
"18907",98,30,60,3,"a 3 missed"
"18908",98,30,60,3,"a rebound offensive"
"18909",98,30,60,3,"a 2 missed"
"18910",98,30,60,3,"h rebound defensive"
"18911",96,30,60,3,"h 2 missed"
"18912",96,30,60,3,"h rebound offensive"
"18913",89,30,60,3,"h timeOut"
"18914",57,30,60,3,"h 3 missed"
"18915",57,30,60,3,"a rebound defensive"
"18916",40,30,60,3,"h foul"
"18917",40,29,60,3,"a free throw 1 of 2 made"
"18918",40,29,60,3,"a free throw 2 of 2 missed"
"18919",40,29,60,3,"h rebound defensive"
"18920",35,29,60,3,"a foul"
"18921",23,31,60,3,"h 2 made"
"18922",10,31,60,3,"h foul"
"18923",10,30,60,3,"a free throw 1 of 2 made"
"18924",10,30,60,3,"a free throw 2 of 2 missed"
"18925",10,30,60,3,"h rebound defensive"
"18926",579,32,60,4,"h 2 made"
"18927",563,32,60,4,"a 3 missed"
"18928",563,32,60,4,"h rebound defensive"
"18929",542,32,60,4,"h 2 missed"
"18930",542,32,60,4,"a rebound defensive"
"18931",529,32,60,4,"a 3 missed"
"18932",529,32,60,4,"h rebound defensive"
"18933",519,32,60,4,"h 3 missed"
"18934",519,32,60,4,"a rebound defensive"
"18935",510,32,60,4,"h foul"
"18936",510,32,60,4,"a free throw 1 of 2 missed"
"18937",510,31,60,4,"a free throw 2 of 2 made"
"18938",497,31,60,4,"a foul"
"18939",497,31,60,4,"h free throw 1 of 2 missed"
"18940",497,31,60,4,"h free throw 2 of 2 missed"
"18941",497,31,60,4,"a rebound defensive"
"18942",496,31,60,4,"h foul"
"18943",496,31,60,4,"a free throw 1 of 2 missed"
"18944",496,30,60,4,"a free throw 2 of 2 made"
"18945",496,33,60,4,"h 3 made"
"18946",496,31,60,4,"a 2 made"
"18947",459,31,60,4,"h timeOut"
"18948",446,31,60,4,"h 2 missed"
"18949",446,31,60,4,"h rebound offensive"
"18950",443,33,60,4,"h 2 made"
"18951",430,33,60,4,"h foul"
"18952",425,31,60,4,"a 2 made"
"18953",425,31,60,4,"h turnover"
"18954",425,31,60,4,"h turnover"
"18955",425,28,60,4,"a 3 made"
"18956",422,28,60,4,"h turnover"
"18957",393,28,60,4,"a 3 missed"
"18958",393,28,60,4,"h rebound defensive"
"18959",378,30,60,4,"h 2 made"
"18960",364,30,60,4,"a 2 missed"
"18961",364,30,60,4,"h rebound defensive"
"18962",356,30,60,4,"a foul"
"18963",341,30,60,4,"a foul"
"18964",341,31,60,4,"h free throw 1 of 2 made"
"18965",341,32,60,4,"h free throw 2 of 2 made"
"18966",321,32,60,4,"a 2 missed"
"18967",321,32,60,4,"a rebound offensive"
"18968",319,32,60,4,"h foul"
"18969",319,31,60,4,"a free throw 1 of 2 made"
"18970",319,30,60,4,"a free throw 2 of 2 made"
"18971",276,32,60,4,"h 2 made"
"18972",255,32,60,4,"a 3 missed"
"18973",255,32,60,4,"h rebound defensive"
"18974",250,34,60,4,"h 2 made"
"18975",235,34,60,4,"h foul"
"18976",235,33,60,4,"a free throw 1 of 2 made"
"18977",235,32,60,4,"a free throw 2 of 2 made"
"18978",226,35,60,4,"h 3 made"
"18979",211,35,60,4,"a 3 missed"
"18980",211,35,60,4,"h rebound defensive"
"18981",206,35,60,4,"h turnover"
"18982",188,33,60,4,"a 2 made"
"18983",166,33,60,4,"h 2 missed"
"18984",166,33,60,4,"a rebound defensive"
"18985",153,33,60,4,"a turnover"
"18986",153,33,60,4,"a turnover"
"18987",143,33,60,4,"a foul"
"18988",143,34,60,4,"h free throw 1 of 2 made"
"18989",143,34,60,4,"h free throw 2 of 2 missed"
"18990",143,34,60,4,"h rebound offensive"
"18991",138,37,60,4,"h 3 made"
"18992",123,35,60,4,"a 2 made"
"18993",106,35,60,4,"h 3 missed"
"18994",106,35,60,4,"h rebound offensive"
"18995",102,37,60,4,"h 2 made"
"18996",100,37,60,4,"a foul"
"18997",100,37,60,4,"h free throw 1 of 1 missed"
"18998",100,37,60,4,"h rebound offensive"
"18999",99,39,60,4,"h 2 made"
"19000",95,39,60,4,"h foul"
"19001",95,38,60,4,"a free throw 1 of 2 made"
"19002",95,37,60,4,"a free throw 2 of 2 made"
"19003",600,0,61,1,"a jump ball  won"
"19004",581,0,61,1,"a 2 missed"
"19005",581,0,61,1,"h rebound defensive"
"19006",568,0,61,1,"h 2 missed"
"19007",568,0,61,1,"a rebound defensive"
"19008",543,0,61,1,"a 2 missed"
"19009",543,0,61,1,"h rebound defensive"
"19010",523,0,61,1,"h 3 missed"
"19011",523,0,61,1,"a rebound defensive"
"19012",511,0,61,1,"h foul"
"19013",511,-1,61,1,"a free throw 1 of 2 made"
"19014",511,-2,61,1,"a free throw 2 of 2 made"
"19015",480,-2,61,1,"h 3 missed"
"19016",480,-2,61,1,"h rebound offensive"
"19017",473,-2,61,1,"h 2 missed"
"19018",473,-2,61,1,"h rebound offensive"
"19019",469,1,61,1,"h 3 made"
"19020",454,-1,61,1,"a 2 made"
"19021",440,2,61,1,"h 3 made"
"19022",418,2,61,1,"a 3 missed"
"19023",418,2,61,1,"a rebound offensive"
"19024",418,2,61,1,"h foul"
"19025",403,2,61,1,"a 2 missed"
"19026",403,2,61,1,"a rebound offensive"
"19027",399,0,61,1,"a 2 made"
"19028",384,0,61,1,"h turnover"
"19029",369,0,61,1,"a 2 missed"
"19030",369,0,61,1,"h rebound defensive"
"19031",364,0,61,1,"h turnover"
"19032",350,0,61,1,"h foul"
"19033",350,-1,61,1,"a free throw 1 of 2 made"
"19034",350,-1,61,1,"a free throw 2 of 2 missed"
"19035",350,-1,61,1,"h rebound defensive"
"19036",331,1,61,1,"h 2 made"
"19037",324,1,61,1,"a turnover"
"19038",324,1,61,1,"a foul"
"19039",315,1,61,1,"a foul"
"19040",315,1,61,1,"h free throw 1 of 2 missed"
"19041",315,2,61,1,"h free throw 2 of 2 made"
"19042",302,2,61,1,"h foul"
"19043",302,2,61,1,"a free throw 1 of 2 missed"
"19044",302,1,61,1,"a free throw 2 of 2 made"
"19045",280,1,61,1,"h 2 missed"
"19046",280,1,61,1,"a rebound defensive"
"19047",259,-1,61,1,"a 2 made"
"19048",234,2,61,1,"h 3 made"
"19049",223,0,61,1,"a 2 made"
"19050",210,0,61,1,"a timeOut"
"19051",200,0,61,1,"h turnover"
"19052",179,0,61,1,"a 3 missed"
"19053",179,0,61,1,"h rebound defensive"
"19054",150,0,61,1,"h 3 missed"
"19055",150,0,61,1,"h rebound offensive"
"19056",146,0,61,1,"a foul"
"19057",146,1,61,1,"h free throw 1 of 2 made"
"19058",146,2,61,1,"h free throw 2 of 2 made"
"19059",137,2,61,1,"h foul"
"19060",137,2,61,1,"h foul"
"19061",137,2,61,1,"a free throw 1 of 2 missed"
"19062",137,1,61,1,"a free throw 2 of 2 made"
"19063",125,1,61,1,"h turnover"
"19064",119,-1,61,1,"a 2 made"
"19065",99,-1,61,1,"h 3 missed"
"19066",99,-1,61,1,"a rebound defensive"
"19067",90,-4,61,1,"a 3 made"
"19068",73,-2,61,1,"h 2 made"
"19069",63,-2,61,1,"a turnover"
"19070",51,-2,61,1,"h 2 missed"
"19071",51,-2,61,1,"a rebound defensive"
"19072",45,-4,61,1,"a 2 made"
"19073",23,-4,61,1,"h 3 missed"
"19074",23,-4,61,1,"a rebound defensive"
"19075",9,-4,61,1,"a turnover"
"19076",3,-4,61,1,"h 2 missed"
"19077",589,-4,61,2,"h turnover"
"19078",576,-7,61,2,"a 3 made"
"19079",560,-7,61,2,"a foul"
"19080",549,-7,61,2,"h 2 missed"
"19081",549,-7,61,2,"a rebound defensive"
"19082",538,-9,61,2,"a 2 made"
"19083",530,-9,61,2,"a foul"
"19084",530,-8,61,2,"h free throw 1 of 2 made"
"19085",530,-7,61,2,"h free throw 2 of 2 made"
"19086",515,-4,61,2,"h 3 made"
"19087",499,-4,61,2,"a 3 missed"
"19088",499,-4,61,2,"a rebound offensive"
"19089",487,-6,61,2,"a 2 made"
"19090",473,-6,61,2,"a foul"
"19091",459,-3,61,2,"h 3 made"
"19092",442,-3,61,2,"a turnover"
"19093",438,-1,61,2,"h 2 made"
"19094",429,-3,61,2,"a 2 made"
"19095",406,-3,61,2,"h 3 missed"
"19096",406,-3,61,2,"h rebound offensive"
"19097",402,-1,61,2,"h 2 made"
"19098",383,-3,61,2,"a 2 made"
"19099",372,-3,61,2,"h turnover"
"19100",372,-3,61,2,"h foul"
"19101",372,-3,61,2,"a free throw 1 of 2 missed"
"19102",372,-4,61,2,"a free throw 2 of 2 made"
"19103",364,-4,61,2,"h turnover"
"19104",360,-6,61,2,"a 2 made"
"19105",349,-6,61,2,"h turnover"
"19106",334,-6,61,2,"a 2 missed"
"19107",334,-6,61,2,"h rebound defensive"
"19108",329,-6,61,2,"a foul"
"19109",329,-5,61,2,"h free throw 1 of 2 made"
"19110",329,-4,61,2,"h free throw 2 of 2 made"
"19111",329,-4,61,2,"a timeOut"
"19112",317,-4,61,2,"a turnover"
"19113",303,-4,61,2,"h 2 missed"
"19114",303,-4,61,2,"a rebound defensive"
"19115",282,-7,61,2,"a 3 made"
"19116",260,-7,61,2,"h 2 missed"
"19117",260,-7,61,2,"a rebound defensive"
"19118",255,-7,61,2,"h foul"
"19119",246,-10,61,2,"a 3 made"
"19120",233,-10,61,2,"a foul"
"19121",233,-9,61,2,"h free throw 1 of 2 made"
"19122",233,-8,61,2,"h free throw 2 of 2 made"
"19123",206,-8,61,2,"a 2 missed"
"19124",206,-8,61,2,"a rebound offensive"
"19125",193,-8,61,2,"a 3 missed"
"19126",193,-8,61,2,"a rebound offensive"
"19127",180,-8,61,2,"a 3 missed"
"19128",180,-8,61,2,"a rebound offensive"
"19129",171,-8,61,2,"a 3 missed"
"19130",171,-8,61,2,"h rebound defensive"
"19131",160,-8,61,2,"h 3 missed"
"19132",160,-8,61,2,"a rebound defensive"
"19133",160,-8,61,2,"a turnover"
"19134",150,-5,61,2,"h 3 made"
"19135",135,-5,61,2,"a 3 missed"
"19136",135,-5,61,2,"h rebound defensive"
"19137",116,-5,61,2,"h 2 missed"
"19138",116,-5,61,2,"a rebound defensive"
"19139",97,-7,61,2,"a 2 made"
"19140",76,-7,61,2,"h turnover"
"19141",71,-7,61,2,"a turnover"
"19142",71,-7,61,2,"a turnover"
"19143",55,-7,61,2,"h turnover"
"19144",55,-7,61,2,"h turnover"
"19145",55,-7,61,2,"a timeOut"
"19146",35,-7,61,2,"a 3 missed"
"19147",35,-7,61,2,"h rebound defensive"
"19148",27,-7,61,2,"h 2 missed"
"19149",27,-7,61,2,"a rebound defensive"
"19150",13,-7,61,2,"h foul"
"19151",13,-8,61,2,"a free throw 1 of 2 made"
"19152",13,-8,61,2,"a free throw 2 of 2 missed"
"19153",13,-8,61,2,"h rebound defensive"
"19154",2,-8,61,2,"h 3 missed"
"19155",584,-8,61,3,"h 3 missed"
"19156",584,-8,61,3,"h rebound offensive"
"19157",577,-8,61,3,"h 3 missed"
"19158",577,-8,61,3,"a rebound defensive"
"19159",571,-11,61,3,"a 3 made"
"19160",550,-11,61,3,"h 3 missed"
"19161",550,-11,61,3,"a rebound defensive"
"19162",528,-13,61,3,"a 2 made"
"19163",510,-13,61,3,"h turnover"
"19164",506,-15,61,3,"a 2 made"
"19165",477,-15,61,3,"h 2 missed"
"19166",477,-15,61,3,"h rebound offensive"
"19167",466,-15,61,3,"h 3 missed"
"19168",466,-15,61,3,"h rebound offensive"
"19169",459,-12,61,3,"h 3 made"
"19170",444,-12,61,3,"a 2 missed"
"19171",444,-12,61,3,"a rebound offensive"
"19172",434,-12,61,3,"a 2 missed"
"19173",434,-12,61,3,"h rebound defensive"
"19174",423,-12,61,3,"h 2 missed"
"19175",423,-12,61,3,"a rebound defensive"
"19176",406,-12,61,3,"a 3 missed"
"19177",406,-12,61,3,"a rebound offensive"
"19178",399,-14,61,3,"a 2 made"
"19179",399,-14,61,3,"h timeOut"
"19180",380,-14,61,3,"h 2 missed"
"19181",380,-14,61,3,"a rebound defensive"
"19182",357,-14,61,3,"a turnover"
"19183",337,-14,61,3,"h turnover"
"19184",337,-14,61,3,"h foul"
"19185",337,-15,61,3,"a free throw 1 of 2 made"
"19186",337,-15,61,3,"a free throw 2 of 2 missed"
"19187",337,-15,61,3,"a rebound offensive"
"19188",324,-17,61,3,"a 2 made"
"19189",303,-17,61,3,"h 2 missed"
"19190",303,-17,61,3,"a rebound defensive"
"19191",278,-17,61,3,"a 3 missed"
"19192",278,-17,61,3,"h rebound defensive"
"19193",272,-17,61,3,"h turnover"
"19194",254,-19,61,3,"a 2 made"
"19195",242,-19,61,3,"h 2 missed"
"19196",242,-19,61,3,"a rebound defensive"
"19197",224,-19,61,3,"a 3 missed"
"19198",224,-19,61,3,"h rebound defensive"
"19199",205,-17,61,3,"h 2 made"
"19200",189,-17,61,3,"a 2 missed"
"19201",189,-17,61,3,"a rebound offensive"
"19202",181,-17,61,3,"a turnover"
"19203",161,-17,61,3,"h 2 missed"
"19204",161,-17,61,3,"a rebound defensive"
"19205",155,-17,61,3,"a 3 missed"
"19206",155,-17,61,3,"h rebound defensive"
"19207",149,-15,61,3,"h 2 made"
"19208",149,-15,61,3,"a timeOut"
"19209",139,-15,61,3,"h foul"
"19210",125,-15,61,3,"a 2 missed"
"19211",125,-15,61,3,"a rebound offensive"
"19212",125,-15,61,3,"h foul"
"19213",125,-16,61,3,"a free throw 1 of 2 made"
"19214",125,-17,61,3,"a free throw 2 of 2 made"
"19215",107,-15,61,3,"h 2 made"
"19216",92,-15,61,3,"a turnover"
"19217",78,-15,61,3,"h turnover"
"19218",74,-15,61,3,"h foul"
"19219",74,-16,61,3,"a free throw 1 of 2 made"
"19220",74,-17,61,3,"a free throw 2 of 2 made"
"19221",63,-17,61,3,"a foul"
"19222",63,-17,61,3,"h free throw 1 of 2 missed"
"19223",63,-16,61,3,"h free throw 2 of 2 made"
"19224",52,-16,61,3,"a turnover"
"19225",48,-16,61,3,"h 2 missed"
"19226",48,-16,61,3,"a rebound defensive"
"19227",41,-16,61,3,"a turnover"
"19228",26,-16,61,3,"h 2 missed"
"19229",26,-16,61,3,"a rebound defensive"
"19230",6,-16,61,3,"a turnover"
"19231",581,-16,61,4,"a 2 missed"
"19232",581,-16,61,4,"h rebound defensive"
"19233",557,-14,61,4,"h 2 made"
"19234",532,-17,61,4,"a 3 made"
"19235",515,-17,61,4,"h turnover"
"19236",507,-17,61,4,"a turnover"
"19237",502,-17,61,4,"h 2 missed"
"19238",502,-17,61,4,"a rebound defensive"
"19239",500,-17,61,4,"h foul"
"19240",490,-19,61,4,"a 2 made"
"19241",464,-17,61,4,"h 2 made"
"19242",438,-17,61,4,"a 2 missed"
"19243",438,-17,61,4,"a turnover"
"19244",410,-14,61,4,"h 3 made"
"19245",396,-16,61,4,"a 2 made"
"19246",375,-16,61,4,"h 3 missed"
"19247",375,-16,61,4,"a rebound defensive"
"19248",371,-16,61,4,"h foul"
"19249",371,-17,61,4,"a free throw 1 of 2 made"
"19250",371,-17,61,4,"a free throw 2 of 2 missed"
"19251",371,-17,61,4,"h rebound defensive"
"19252",353,-17,61,4,"h 2 missed"
"19253",353,-17,61,4,"a rebound defensive"
"19254",348,-17,61,4,"h foul"
"19255",348,-17,61,4,"a free throw 1 of 2 missed"
"19256",348,-18,61,4,"a free throw 2 of 2 made"
"19257",348,-18,61,4,"h timeOut"
"19258",326,-18,61,4,"h 3 missed"
"19259",326,-18,61,4,"a rebound defensive"
"19260",313,-18,61,4,"a 3 missed"
"19261",313,-18,61,4,"h rebound offensive"
"19262",296,-18,61,4,"h turnover"
"19263",289,-18,61,4,"a 2 missed"
"19264",289,-18,61,4,"a rebound offensive"
"19265",270,-18,61,4,"a 2 missed"
"19266",270,-18,61,4,"h rebound defensive"
"19267",257,-18,61,4,"a foul"
"19268",257,-18,61,4,"h free throw 1 of 2 missed"
"19269",257,-17,61,4,"h free throw 2 of 2 made"
"19270",244,-19,61,4,"a 2 made"
"19271",221,-19,61,4,"h 3 missed"
"19272",221,-19,61,4,"h rebound offensive"
"19273",213,-19,61,4,"h 2 missed"
"19274",213,-19,61,4,"h rebound offensive"
"19275",213,-19,61,4,"a foul"
"19276",203,-19,61,4,"h turnover"
"19277",177,-19,61,4,"a 2 missed"
"19278",177,-19,61,4,"h rebound defensive"
"19279",173,-17,61,4,"h 2 made"
"19280",155,-17,61,4,"h foul"
"19281",143,-17,61,4,"a turnover"
"19282",123,-17,61,4,"h 3 missed"
"19283",123,-17,61,4,"h rebound offensive"
"19284",123,-17,61,4,"h 2 missed"
"19285",123,-17,61,4,"a rebound defensive"
"19286",123,-17,61,4,"h foul"
"19287",95,-17,61,4,"a 2 missed"
"19288",95,-17,61,4,"h rebound defensive"
"19289",81,-17,61,4,"h 3 missed"
"19290",81,-17,61,4,"a rebound defensive"
"19291",63,-19,61,4,"a 2 made"
"19292",37,-17,61,4,"h 2 made"
"19293",26,-17,61,4,"h foul"
"19294",26,-17,61,4,"a free throw 1 of 2 missed"
"19295",26,-17,61,4,"a free throw 2 of 2 missed"
"19296",26,-17,61,4,"h rebound defensive"
"19297",10,-17,61,4,"h turnover"
"19298",600,0,62,1,"h jump ball  won"
"19299",578,0,62,1,"h turnover"
"19300",570,0,62,1,"a 3 missed"
"19301",570,0,62,1,"h rebound defensive"
"19302",560,0,62,1,"h 3 missed"
"19303",560,0,62,1,"h rebound offensive"
"19304",542,3,62,1,"h 3 made"
"19305",535,1,62,1,"a 2 made"
"19306",520,4,62,1,"h 3 made"
"19307",499,4,62,1,"a 3 missed"
"19308",499,4,62,1,"h rebound defensive"
"19309",488,4,62,1,"h 3 missed"
"19310",488,4,62,1,"h rebound offensive"
"19311",479,4,62,1,"h turnover"
"19312",472,4,62,1,"a 3 missed"
"19313",472,4,62,1,"h rebound defensive"
"19314",461,4,62,1,"h 2 missed"
"19315",461,4,62,1,"a rebound defensive"
"19316",451,4,62,1,"h foul"
"19317",445,4,62,1,"h foul"
"19318",445,3,62,1,"a free throw 1 of 2 made"
"19319",445,2,62,1,"a free throw 2 of 2 made"
"19320",432,2,62,1,"h turnover"
"19321",423,0,62,1,"a 2 made"
"19322",407,3,62,1,"h 3 made"
"19323",392,1,62,1,"a 2 made"
"19324",383,1,62,1,"h turnover"
"19325",368,1,62,1,"a turnover"
"19326",349,1,62,1,"h 2 missed"
"19327",349,1,62,1,"a rebound defensive"
"19328",340,-2,62,1,"a 3 made"
"19329",324,-2,62,1,"a foul"
"19330",324,-1,62,1,"h free throw 1 of 2 made"
"19331",324,0,62,1,"h free throw 2 of 2 made"
"19332",304,0,62,1,"a 3 missed"
"19333",304,0,62,1,"h rebound defensive"
"19334",286,0,62,1,"h 2 missed"
"19335",286,0,62,1,"h rebound offensive"
"19336",282,2,62,1,"h 2 made"
"19337",278,2,62,1,"a 2 missed"
"19338",278,2,62,1,"h foul"
"19339",272,-1,62,1,"a 3 made"
"19340",256,-1,62,1,"a foul"
"19341",256,0,62,1,"h free throw 1 of 2 made"
"19342",256,0,62,1,"h free throw 2 of 2 missed"
"19343",256,0,62,1,"a rebound defensive"
"19344",241,-3,62,1,"a 3 made"
"19345",227,0,62,1,"h 3 made"
"19346",209,0,62,1,"a 3 missed"
"19347",209,0,62,1,"h rebound defensive"
"19348",196,0,62,1,"h 3 missed"
"19349",171,0,62,1,"a 3 missed"
"19350",171,0,62,1,"h rebound defensive"
"19351",160,-2,62,1,"a 2 made"
"19352",144,-2,62,1,"h 3 missed"
"19353",144,-2,62,1,"a rebound defensive"
"19354",128,-2,62,1,"a 3 missed"
"19355",128,-2,62,1,"h rebound defensive"
"19356",116,-2,62,1,"h 3 missed"
"19357",116,-2,62,1,"a rebound defensive"
"19358",104,-4,62,1,"a 2 made"
"19359",79,-4,62,1,"h 2 missed"
"19360",79,-4,62,1,"a rebound defensive"
"19361",68,-4,62,1,"a 3 missed"
"19362",68,-4,62,1,"a rebound offensive"
"19363",59,-4,62,1,"a 2 missed"
"19364",59,-4,62,1,"a rebound offensive"
"19365",57,-4,62,1,"a 2 missed"
"19366",57,-4,62,1,"h rebound defensive"
"19367",47,-4,62,1,"h 3 missed"
"19368",47,-4,62,1,"a rebound defensive"
"19369",30,-4,62,1,"a 2 missed"
"19370",30,-4,62,1,"a rebound offensive"
"19371",22,-6,62,1,"a 2 made"
"19372",7,-6,62,1,"a foul"
"19373",7,-6,62,1,"h timeOut"
"19374",1,-6,62,1,"h 2 missed"
"19375",1,-6,62,1,"h turnover"
"19376",583,-8,62,2,"a 2 made"
"19377",565,-6,62,2,"h 2 made"
"19378",549,-6,62,2,"a 2 missed"
"19379",549,-6,62,2,"h rebound defensive"
"19380",528,-6,62,2,"h 3 missed"
"19381",528,-6,62,2,"a rebound defensive"
"19382",511,-8,62,2,"a 2 made"
"19383",496,-6,62,2,"h 2 made"
"19384",496,-6,62,2,"h foul"
"19385",496,-6,62,2,"a foul"
"19386",496,-6,62,2,"h free throw 1 of 1 missed"
"19387",496,-6,62,2,"a rebound defensive"
"19388",484,-8,62,2,"a 2 made"
"19389",462,-8,62,2,"h 3 missed"
"19390",462,-8,62,2,"h rebound offensive"
"19391",447,-8,62,2,"h 2 missed"
"19392",447,-8,62,2,"a rebound defensive"
"19393",435,-8,62,2,"a turnover"
"19394",421,-8,62,2,"h 3 missed"
"19395",421,-8,62,2,"a rebound defensive"
"19396",412,-8,62,2,"a 3 missed"
"19397",412,-8,62,2,"h rebound defensive"
"19398",396,-8,62,2,"a foul"
"19399",385,-8,62,2,"h turnover"
"19400",373,-8,62,2,"a turnover"
"19401",373,-8,62,2,"a turnover"
"19402",368,-6,62,2,"h 2 made"
"19403",353,-6,62,2,"h foul"
"19404",347,-6,62,2,"a turnover"
"19405",336,-4,62,2,"h 2 made"
"19406",321,-4,62,2,"a 3 missed"
"19407",321,-4,62,2,"h rebound defensive"
"19408",309,-1,62,2,"h 3 made"
"19409",295,-1,62,2,"a 2 missed"
"19410",295,-1,62,2,"h rebound defensive"
"19411",272,-1,62,2,"h 3 missed"
"19412",272,-1,62,2,"a rebound defensive"
"19413",264,-1,62,2,"h foul"
"19414",264,-2,62,2,"a free throw 1 of 2 made"
"19415",264,-3,62,2,"a free throw 2 of 2 made"
"19416",264,-3,62,2,"h timeOut"
"19417",252,-1,62,2,"h 2 made"
"19418",252,-1,62,2,"a foul"
"19419",252,-1,62,2,"h foul"
"19420",252,0,62,2,"h free throw 1 of 1 made"
"19421",237,-2,62,2,"a 2 made"
"19422",225,0,62,2,"h 2 made"
"19423",209,0,62,2,"a 2 missed"
"19424",209,0,62,2,"h rebound defensive"
"19425",192,0,62,2,"h 3 missed"
"19426",192,0,62,2,"h rebound offensive"
"19427",183,0,62,2,"h 3 missed"
"19428",183,0,62,2,"h rebound offensive"
"19429",169,0,62,2,"h 3 missed"
"19430",169,0,62,2,"a rebound defensive"
"19431",155,0,62,2,"h 3 missed"
"19432",155,0,62,2,"h rebound offensive"
"19433",137,0,62,2,"a foul"
"19434",137,1,62,2,"h free throw 1 of 2 made"
"19435",137,2,62,2,"h free throw 2 of 2 made"
"19436",137,2,62,2,"a timeOut"
"19437",125,2,62,2,"h foul"
"19438",112,0,62,2,"a 2 made"
"19439",96,0,62,2,"h turnover"
"19440",81,0,62,2,"a 3 missed"
"19441",81,0,62,2,"h rebound defensive"
"19442",69,0,62,2,"h turnover"
"19443",69,-2,62,2,"a 2 made"
"19444",69,-2,62,2,"h foul"
"19445",69,-2,62,2,"a foul"
"19446",69,-3,62,2,"a free throw 1 of 1 made"
"19447",49,-3,62,2,"h turnover"
"19448",32,-3,62,2,"a 3 missed"
"19449",32,-3,62,2,"h rebound defensive"
"19450",8,0,62,2,"h 3 made"
"19451",8,0,62,2,"a timeOut"
"19452",5,-2,62,2,"a 2 made"
"19453",583,1,62,3,"h 3 made"
"19454",563,1,62,3,"a 2 missed"
"19455",563,1,62,3,"h rebound defensive"
"19456",554,1,62,3,"h 3 missed"
"19457",554,1,62,3,"h rebound offensive"
"19458",550,1,62,3,"a foul"
"19459",550,1,62,3,"h free throw 1 of 2 missed"
"19460",550,2,62,3,"h free throw 2 of 2 made"
"19461",528,0,62,3,"a 2 made"
"19462",517,0,62,3,"h 3 missed"
"19463",517,0,62,3,"a rebound defensive"
"19464",498,-2,62,3,"a 2 made"
"19465",480,1,62,3,"h 3 made"
"19466",455,-2,62,3,"a 3 made"
"19467",437,0,62,3,"h 2 made"
"19468",420,0,62,3,"a 2 missed"
"19469",420,0,62,3,"h rebound defensive"
"19470",407,2,62,3,"h 2 made"
"19471",392,2,62,3,"h rebound defensive"
"19472",375,4,62,3,"h 2 made"
"19473",375,4,62,3,"a timeOut"
"19474",359,4,62,3,"a 2 missed"
"19475",359,4,62,3,"h rebound defensive"
"19476",352,6,62,3,"h 2 made"
"19477",334,4,62,3,"a 2 made"
"19478",334,4,62,3,"a foul"
"19479",334,4,62,3,"h foul"
"19480",334,3,62,3,"a free throw 1 of 1 made"
"19481",318,6,62,3,"h 3 made"
"19482",294,3,62,3,"a 3 made"
"19483",281,3,62,3,"a foul"
"19484",269,5,62,3,"h 2 made"
"19485",251,3,62,3,"a 2 made"
"19486",230,3,62,3,"h turnover"
